eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,
199209230020,1992,9,23,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,11,Maritime,57,Civilian Maritime,,Sarayburnu Commuter Ferry,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199209230024,1992,9,23,,0,,209,Turkey,10,Middle East & North Africa,Unknown,Celtikli,,,5,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,29,Military Unit/Patrol/Convoy,Turkish Gendarmerie,Unit,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,2,,,10,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199209260003,1992,9,26,,0,,209,Turkey,10,Middle East & North Africa,Mardin,Unknown,37.345275,40.619481,4,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,3,Police,25,Police Security Forces/Officers,police,officer,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199209260012,1992,9,26,,0,,209,Turkey,10,Middle East & North Africa,Gaziantep,Ucdamla,36.759038,37.577222,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Military,Post,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,4,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199209260013,1992,9,26,,0,,209,Turkey,10,Middle East & North Africa,Mardin,Unknown,37.345275,40.619481,4,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,2,Restaurant/Bar/Café,,Restaurant,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,1,,,1,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199209270007,1992,9,27,,0,,209,Turkey,10,Middle East & North Africa,Bitlis,Bitlis,38.405134,42.109333,1,1,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,29,Military Unit/Patrol/Convoy,Military,Convoy,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,11,,,4,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210010005,1992,10,1,,0,,209,Turkey,10,Middle East & North Africa,Bitlis,Guroymak,38.576708,42.020709,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75,Village/City/Town/Suburb,Government,Town of Guroymak,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Mortar,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210010006,1992,10,1,,0,,209,Turkey,10,Middle East & North Africa,Mardin,Omerli,37.402222,40.953889,1,1,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,35,Military Transportation/Vehicle (excluding convoys),Turkish Armed Forces (TSK),Vehicle,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,8,Landmine,,,,,,,,,,,,,Mine,3,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210010007,1992,10,1,,0,,209,Turkey,10,Middle East & North Africa,Unknown,Unknown,,,5,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,75,Village/City/Town/Suburb,Government,Cevizdali Village,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,100,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,55,,,25,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210040004,1992,10,4,,0,,209,Turkey,10,Middle East & North Africa,Unknown,Unknown,,,5,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,1,Gas/Oil/Electric,US Firm (Petroleum Company)*,Petroleum Facility,217,United States,1,Business,1,Gas/Oil/Electric,US Firm (Petroleum Company),Petroleum Facility,209,Turkey,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,Automatic firearm,1,,,0,,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
199210040005,1992,10,4,,0,,209,Turkey,10,Middle East & North Africa,Unknown,Unknown,,,5,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,29,Military Unit/Patrol/Convoy,Turkish Gendarmerie,Convoy,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210050005,1992,10,5,,0,,209,Turkey,10,Middle East & North Africa,Diyarbakir,Bukardi,38.468879,40.172661,1,1,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,29,Military Unit/Patrol/Convoy,Military,Unit,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,3,,,1,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210050006,1992,10,5,,0,,209,Turkey,10,Middle East & North Africa,Unknown,Unknown,,,5,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,29,Military Unit/Patrol/Convoy,Turkish Armed Forces (TSK),Unit,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,15,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210050007,1992,10,5,,0,,209,Turkey,10,Middle East & North Africa,Batman,Kozluk,38.193795,41.488862,1,1,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,21,Utilities,108,Oil,Turkish Petroleum Company*,Petroleum Plant,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,1,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210060005,1992,10,6,,0,,209,Turkey,10,Middle East & North Africa,Mardin,Midyat,37.415668,41.371505,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,2,Government (General),21,Government Building/Facility/Office,Government,Building,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,1,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210060006,1992,10,6,,0,,209,Turkey,10,Middle East & North Africa,Mardin,Mazidagi,37.476886,40.487042,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,2,Restaurant/Bar/Café,,Coffee House,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,1,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210070005,1992,10,7,,0,,209,Turkey,10,Middle East & North Africa,Mardin,Dargecit,37.546586,41.720699,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,29,Military Unit/Patrol/Convoy,Military,Unit,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,8,Landmine,,,,,,,,,,,,,Mine,4,,,2,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210070006,1992,10,7,,0,,209,Turkey,10,Middle East & North Africa,Elazig,Karakocan,38.955794,40.036039,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,29,Military Unit/Patrol/Convoy,Military,Unit,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,20,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210080009,1992,10,8,,0,,209,Turkey,10,Middle East & North Africa,Siirt,Unknown,37.871045,42.149452,4,0,,,1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,19,Transportation,99,Bus (excluding tourists),,Passengers on Minibus Traveling Between Yarimca and Kasimli,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,0,,,0,,,1,3,Minor (likely < $1 million),20000,"Damages: arson, destroyed bus, estimated at $20,000",1,7,0,,,,Turkey,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210110005,1992,10,11,,0,,209,Turkey,10,Middle East & North Africa,Sirnak,Uludere,37.450192,42.853728,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,29,Military Unit/Patrol/Convoy,Military,Unit,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,6,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210110006,1992,10,11,,0,,209,Turkey,10,Middle East & North Africa,Sirnak,Uludere,37.450192,42.853728,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76,House/Apartment/Residence,Govt,Residential area,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Rocket,7,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210120026,1992,10,12,,0,,209,Turkey,10,Middle East & North Africa,Mardin,Kiziltepe,37.192877,40.581143,1,0,,,1,1,1,0,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,civilian (occupation unknown),209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210120027,1992,10,12,,0,,209,Turkey,10,Middle East & North Africa,Diyarbakir,Silvan,38.141497,41.011491,1,0,,,1,1,1,0,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,2 civilians,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,2,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210130011,1992,10,13,,0,,209,Turkey,10,Middle East & North Africa,Mersin,Asagikoselerli,36.495608,33.506124,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,29,Military Unit/Patrol/Convoy,Military,Unit,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,20,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210130012,1992,10,13,,0,,209,Turkey,10,Middle East & North Africa,Mardin,Mazidagi,37.476886,40.487042,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,35,Military Transportation/Vehicle (excluding convoys),Military,Truck,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,5,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210130032,1992,10,13,,0,,209,Turkey,10,Middle East & North Africa,Batman,Batman,37.885793,41.130124,1,0,,,1,1,1,0,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,civilian (name unknown),209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210130033,1992,10,13,,0,,209,Turkey,10,Middle East & North Africa,Mardin,Midyat,37.415668,41.371505,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,8,Educational Institution,48,Teacher/Professor/Instructor,,school teacher,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,1,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210140010,1992,10,14,,0,,209,Turkey,10,Middle East & North Africa,Kahramanmaras,Kahramanmaras,37.574468,36.925895,1,1,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,Police,Unit,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,25,,,3,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210140015,1992,10,14,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Peru State Dept.,Peruvian Honorary Consulate,159,Peru,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,2,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,,
199210170008,1992,10,17,,0,,209,Turkey,10,Middle East & North Africa,Sirnak,Sirnak,37.522653,42.452637,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,3,Police,25,Police Security Forces/Officers,village guards (paramilitary),guard,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210190007,1992,10,19,,0,,209,Turkey,10,Middle East & North Africa,Sinop,Akcabuk,41.42366,34.970115,1,1,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,19,Transportation,99,Bus (excluding tourists),,Minibus carrying passengers,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,8,Landmine,,,,,,,,,,,,,Mine,2,,,7,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210200005,1992,10,20,,0,,209,Turkey,10,Middle East & North Africa,Bingol,Bingol,38.888447,40.501144,1,1,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,19,Transportation,99,Bus (excluding tourists),,Bus,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,8,Incendiary,,,,,,,,,,,Automatic firearm,18,,,6,,,,1,3,Minor (likely < $1 million),30000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
199210200013,1992,10,20,,0,,209,Turkey,10,Middle East & North Africa,Mardin,Nusaybin District,37.154504,41.339913,3,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,3,Police,25,Police Security Forces/Officers,village guards,guard,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,1,,,2,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210200016,1992,10,20,,0,,209,Turkey,10,Middle East & North Africa,Sirnak,Sirnak,37.522653,42.452637,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,19,Transportation,99,Bus (excluding tourists),,"Bus, 2 cars",209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,1,,,0,,,1,3,Minor (likely < $1 million),50000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210210004,1992,10,21,,1,10/22/1992,209,Turkey,10,Middle East & North Africa,Bitlis,Mutki,38.408647,41.922481,1,0,,,1,1,1,0,,,0,1,0,5,Hostage Taking (Barricade Incident),,,,,19,Transportation,99,Bus (excluding tourists),,Minibus (Commercial Minibus),209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,0,,,0,,,1,,,,,1,20,0,0,1,,,0,,,,,,2,Hostage(s) released by perpetrators,19,,,,,PGIS,0,0,0,0,,
199210210005,1992,10,21,,0,,209,Turkey,10,Middle East & North Africa,Mardin,Unknown,37.345275,40.619481,4,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,29,Military Unit/Patrol/Convoy,Military,Unit,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,3,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210210006,1992,10,21,,0,,209,Turkey,10,Middle East & North Africa,Sirnak,Findik,37.512355,41.971206,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,29,Military Unit/Patrol/Convoy,Military,Unit,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,6,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210220006,1992,10,22,,0,,209,Turkey,10,Middle East & North Africa,Elazig,karakocan,38.955794,40.036039,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,29,Military Unit/Patrol/Convoy,Military,Unit,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,10,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210230008,1992,10,23,,0,,209,Turkey,10,Middle East & North Africa,Elazig,Dedebag,39.009845,39.900062,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,75,Village/City/Town/Suburb,Govt,Dedebag Village,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,12,0,0,0,0,0,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210250006,1992,10,25,,0,,209,Turkey,10,Middle East & North Africa,Unknown,Yoreaik,,,5,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,19,Transportation,100,Train/Train Tracks/Trolley,Railway,Tatvan to Elazig train*,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,8,Landmine,,,,,,,,,,,,,Mine,3,,,47,,,1,3,Minor (likely < $1 million),500000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199210300019,1992,10,30,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,True Path Party,Election Bureau,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"199210300019, 199210300020",
199210300020,1992,10,30,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,True Path Party,Election Bureau,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"199210300019, 199210300020",
199210310002,1992,10,31,,0,,209,Turkey,10,Middle East & North Africa,Hakkari,Semdinli,37.303442,44.57696,1,1,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Military,Mezargedigi Outpost,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,Automatic firearm,5,,,9,,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
199211020011,1992,11,2,,0,,209,Turkey,10,Middle East & North Africa,Mardin,Mazidagi,37.476886,40.487042,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,civilian,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
199211020012,1992,11,2,,0,,209,Turkey,10,Middle East & North Africa,Sirnak,Cizrze,37.33083,42.184602,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,civilian,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers Party (PKK),,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,,
